Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,58.7555,17-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.388,16-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.0781,14-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.2451,13-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.6551,10-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.7543,09-08-2018
SBI Small Cap Fund - Direct Plan - Growth,59.0029,08-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.9834,07-08-2018
SBI Small Cap Fund - Direct Plan - Growth,58.7914,06-08-2018
SBI Small Cap Fund - Direct Plan - Growth,57.7594,03-08-2018
SBI Small Cap Fund - Direct Plan - Growth,57.2162,02-08-2018
SBI Small Cap Fund - Direct Plan - Growth,57.0216,01-08-2018
SBI Small Cap Fund - Direct Plan - Growth,56.6181,31-07-2018
SBI Small Cap Fund - Direct Plan - Growth,56.2737,30-07-2018
SBI Small Cap Fund - Direct Plan - Growth,55.8532,27-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.6171,26-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.3981,25-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.2935,24-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.4957,23-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.1279,20-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.0648,19-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.3584,18-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.9208,17-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.8182,16-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.7351,13-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.9257,12-07-2018
SBI Small Cap Fund - Direct Plan - Growth,55.0134,11-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.9768,10-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.8668,09-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.1996,06-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.9747,05-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.162,04-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.973,03-07-2018
SBI Small Cap Fund - Direct Plan - Growth,53.9029,02-07-2018
SBI Small Cap Fund - Direct Plan - Growth,54.0638,29-06-2018
SBI Small Cap Fund - Direct Plan - Growth,53.2372,28-06-2018
SBI Small Cap Fund - Direct Plan - Growth,53.7015,27-06-2018
SBI Small Cap Fund - Direct Plan - Growth,54.6316,26-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.0055,25-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.5548,22-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.5814,21-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.9644,20-06-2018
SBI Small Cap Fund - Direct Plan - Growth,56.0586,19-06-2018
SBI Small Cap Fund - Direct Plan - Growth,56.868,18-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.0672,15-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.4387,14-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.2522,13-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.4404,12-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.3946,11-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.0448,08-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.0031,07-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.91,06-06-2018
SBI Small Cap Fund - Direct Plan - Growth,55.1442,05-06-2018
SBI Small Cap Fund - Direct Plan - Growth,56.5065,04-06-2018
SBI Small Cap Fund - Direct Plan - Growth,57.8765,01-06-2018
SBI Small Cap Fund - Direct Plan - Growth,58.995,31-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.6359,30-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.4956,29-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.7938,28-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.255,25-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.2931,24-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.3398,23-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.7925,22-05-2018
SBI Small Cap Fund - Direct Plan - Growth,59.7326,21-05-2018
SBI Small Cap Fund - Direct Plan - Growth,60.8312,18-05-2018
SBI Small Cap Fund - Direct Plan - Growth,61.0749,17-05-2018
SBI Small Cap Fund - Direct Plan - Growth,60.6782,16-05-2018
SBI Small Cap Fund - Direct Plan - Growth,61.1301,15-05-2018
SBI Small Cap Fund - Direct Plan - Growth,61.1396,14-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.0221,11-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.18,10-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.7255,09-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.3405,08-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.362,07-05-2018
SBI Small Cap Fund - Direct Plan - Growth,61.5548,04-05-2018
SBI Small Cap Fund - Direct Plan - Growth,61.9566,03-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.4199,02-05-2018
SBI Small Cap Fund - Direct Plan - Growth,62.9323,30-04-2018
SBI Small Cap Fund - Direct Plan - Growth,63.0954,27-04-2018
SBI Small Cap Fund - Direct Plan - Growth,63.2641,26-04-2018
SBI Small Cap Fund - Direct Plan - Growth,62.5142,25-04-2018
SBI Small Cap Fund - Direct Plan - Growth,62.5241,24-04-2018
SBI Small Cap Fund - Direct Plan - Growth,62.337,23-04-2018
SBI Small Cap Fund - Direct Plan - Growth,62.0067,20-04-2018
SBI Small Cap Fund - Direct Plan - Growth,62.0316,19-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.6812,18-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.8273,17-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.9447,16-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.5831,13-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.7648,12-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.6102,11-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.7781,10-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.559,09-04-2018
SBI Small Cap Fund - Direct Plan - Growth,61.0985,06-04-2018
SBI Small Cap Fund - Direct Plan - Growth,60.5934,05-04-2018
SBI Small Cap Fund - Direct Plan - Growth,59.8079,04-04-2018
SBI Small Cap Fund - Direct Plan - Growth,60.3663,03-04-2018
SBI Small Cap Fund - Direct Plan - Growth,59.6897,02-04-2018
SBI Small Cap Fund - Direct Plan - Growth,58.0969,28-03-2018
SBI Small Cap Fund - Direct Plan - Growth,58.7848,27-03-2018
SBI Small Cap Fund - Direct Plan - Growth,58.3483,26-03-2018
SBI Small Cap Fund - Direct Plan - Growth,57.8792,23-03-2018
SBI Small Cap Fund - Direct Plan - Growth,58.3845,22-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.2581,21-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.0942,20-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.1931,19-03-2018
SBI Small Cap Fund - Direct Plan - Growth,60.1759,16-03-2018
SBI Small Cap Fund - Direct Plan - Growth,60.6964,15-03-2018
SBI Small Cap Fund - Direct Plan - Growth,60.3817,14-03-2018
SBI Small Cap Fund - Direct Plan - Growth,60.5853,13-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.9923,12-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.6427,09-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.6107,08-03-2018
SBI Small Cap Fund - Direct Plan - Growth,59.7924,07-03-2018
SBI Small Cap Fund - Direct Plan - Growth,60.7648,06-03-2018
SBI Small Cap Fund - Direct Plan - Growth,61.4179,05-03-2018
SBI Small Cap Fund - Direct Plan - Growth,62.2116,01-03-2018
SBI Small Cap Fund - Direct Plan - Growth,62.2774,28-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.4806,27-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.7988,26-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.211,23-02-2018
SBI Small Cap Fund - Direct Plan - Growth,61.7289,22-02-2018
SBI Small Cap Fund - Direct Plan - Growth,61.8416,21-02-2018
SBI Small Cap Fund - Direct Plan - Growth,61.855,20-02-2018
SBI Small Cap Fund - Direct Plan - Growth,61.7037,19-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.6723,16-02-2018
SBI Small Cap Fund - Direct Plan - Growth,63.6826,15-02-2018
SBI Small Cap Fund - Direct Plan - Growth,64.5707,14-02-2018
SBI Small Cap Fund - Direct Plan - Growth,64.4738,12-02-2018
SBI Small Cap Fund - Direct Plan - Growth,63.9351,09-02-2018
SBI Small Cap Fund - Direct Plan - Growth,63.7076,08-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.36,07-02-2018
SBI Small Cap Fund - Direct Plan - Growth,61.0687,06-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.5391,05-02-2018
SBI Small Cap Fund - Direct Plan - Growth,62.5129,02-02-2018
SBI Small Cap Fund - Direct Plan - Growth,64.6604,01-02-2018
SBI Small Cap Fund - Direct Plan - Growth,64.872,31-01-2018
SBI Small Cap Fund - Direct Plan - Growth,65.2116,30-01-2018
SBI Small Cap Fund - Direct Plan - Growth,65.4636,29-01-2018
SBI Small Cap Fund - Direct Plan - Growth,65.9743,25-01-2018
SBI Small Cap Fund - Direct Plan - Growth,66.4519,24-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.2381,23-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.6775,22-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.0254,19-01-2018
SBI Small Cap Fund - Direct Plan - Growth,66.4689,18-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.8071,17-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.6438,16-01-2018
SBI Small Cap Fund - Direct Plan - Growth,69.0392,15-01-2018
SBI Small Cap Fund - Direct Plan - Growth,68.8466,12-01-2018
SBI Small Cap Fund - Direct Plan - Growth,68.7927,11-01-2018
SBI Small Cap Fund - Direct Plan - Growth,68.6873,10-01-2018
SBI Small Cap Fund - Direct Plan - Growth,68.6975,09-01-2018
SBI Small Cap Fund - Direct Plan - Growth,69.0661,08-01-2018
SBI Small Cap Fund - Direct Plan - Growth,68.8684,05-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.8023,04-01-2018
SBI Small Cap Fund - Direct Plan - Growth,67.0627,03-01-2018
SBI Small Cap Fund - Direct Plan - Growth,65.5915,02-01-2018
SBI Small Cap Fund - Direct Plan - Growth,66.1953,01-01-2018
SBI Small Cap Fund - Direct Plan - Growth,66.1565,29-12-2017
SBI Small Cap Fund - Direct Plan - Growth,66.3183,28-12-2017
SBI Small Cap Fund - Direct Plan - Growth,66.0456,27-12-2017
SBI Small Cap Fund - Direct Plan - Growth,66.0961,26-12-2017
SBI Small Cap Fund - Direct Plan - Growth,66.208,22-12-2017
SBI Small Cap Fund - Direct Plan - Growth,66.4699,21-12-2017
SBI Small Cap Fund - Direct Plan - Growth,65.8782,20-12-2017
SBI Small Cap Fund - Direct Plan - Growth,65.2296,19-12-2017
SBI Small Cap Fund - Direct Plan - Growth,63.8694,18-12-2017
SBI Small Cap Fund - Direct Plan - Growth,63.3238,15-12-2017
SBI Small Cap Fund - Direct Plan - Growth,62.7841,14-12-2017
SBI Small Cap Fund - Direct Plan - Growth,62.8065,13-12-2017
SBI Small Cap Fund - Direct Plan - Growth,63.3879,12-12-2017
SBI Small Cap Fund - Direct Plan - Growth,63.6318,11-12-2017
SBI Small Cap Fund - Direct Plan - Growth,62.8436,08-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.9916,07-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.4633,06-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.5105,05-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.3177,04-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.4989,01-12-2017
SBI Small Cap Fund - Direct Plan - Growth,61.9529,30-11-2017
SBI Small Cap Fund - Direct Plan - Growth,61.933,29-11-2017
SBI Small Cap Fund - Direct Plan - Growth,61.8321,28-11-2017
SBI Small Cap Fund - Direct Plan - Growth,61.2762,27-11-2017
SBI Small Cap Fund - Direct Plan - Growth,61.0875,24-11-2017
SBI Small Cap Fund - Direct Plan - Growth,60.5408,23-11-2017
SBI Small Cap Fund - Direct Plan - Growth,60.0691,22-11-2017
SBI Small Cap Fund - Direct Plan - Growth,59.6667,21-11-2017
SBI Small Cap Fund - Direct Plan - Growth,59.2067,20-11-2017
SBI Small Cap Fund - Direct Plan - Growth,58.6486,17-11-2017
SBI Small Cap Fund - Direct Plan - Growth,58.0829,16-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.2689,15-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.9063,14-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.8186,13-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.7898,10-11-2017
SBI Small Cap Fund - Direct Plan - Growth,58.0804,09-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.2373,08-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.5758,07-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.8698,06-11-2017
SBI Small Cap Fund - Direct Plan - Growth,57.5792,03-11-2017
SBI Small Cap Fund - Direct Plan - Growth,56.6875,02-11-2017
SBI Small Cap Fund - Direct Plan - Growth,55.8753,01-11-2017
SBI Small Cap Fund - Direct Plan - Growth,55.4171,31-10-2017
SBI Small Cap Fund - Direct Plan - Growth,55.0944,30-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.5232,27-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.1288,26-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.9848,25-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.5146,24-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.3424,23-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.4244,18-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.5388,17-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.2114,16-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.1717,13-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.9971,12-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.678,11-10-2017
SBI Small Cap Fund - Direct Plan - Growth,54.358,10-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.9716,09-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.8125,06-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.4476,05-10-2017
SBI Small Cap Fund - Direct Plan - Growth,53.2395,04-10-2017
SBI Small Cap Fund - Direct Plan - Growth,52.3213,03-10-2017
SBI Small Cap Fund - Direct Plan - Growth,51.961,29-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.2362,28-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.832,27-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.6784,26-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.0501,25-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.5995,22-09-2017
SBI Small Cap Fund - Direct Plan - Growth,53.3041,21-09-2017
SBI Small Cap Fund - Direct Plan - Growth,53.3602,20-09-2017
SBI Small Cap Fund - Direct Plan - Growth,52.9686,19-09-2017
SBI Small Cap Fund - Direct Plan - Growth,52.3804,18-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.7518,15-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.3182,14-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.6965,13-09-2017
SBI Small Cap Fund - Direct Plan - Growth,51.0852,12-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.7696,11-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.5481,08-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.479,07-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.2949,06-09-2017
SBI Small Cap Fund - Direct Plan - Growth,50.0883,05-09-2017
SBI Small Cap Fund - Direct Plan - Growth,49.5888,04-09-2017
SBI Small Cap Fund - Direct Plan - Growth,49.6448,01-09-2017
SBI Small Cap Fund - Direct Plan - Growth,49.1482,31-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.4861,30-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.1384,29-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.5392,28-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.248,24-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.1917,23-08-2017
SBI Small Cap Fund - Direct Plan - Growth,47.9154,22-08-2017
SBI Small Cap Fund - Direct Plan - Growth,47.7179,21-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.3833,18-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.7034,17-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.3225,16-08-2017
SBI Small Cap Fund - Direct Plan - Growth,47.737,14-08-2017
SBI Small Cap Fund - Direct Plan - Growth,46.9331,11-08-2017
SBI Small Cap Fund - Direct Plan - Growth,46.6004,10-08-2017
SBI Small Cap Fund - Direct Plan - Growth,47.6533,09-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.14,08-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.5716,07-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.1507,04-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.0355,03-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.434,02-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.8185,01-08-2017
SBI Small Cap Fund - Direct Plan - Growth,48.6537,31-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.5811,28-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.1589,27-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.4663,26-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.2663,25-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.2489,24-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.2629,21-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.4308,20-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.2322,19-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.9429,18-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.97,17-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.7904,14-07-2017
SBI Small Cap Fund - Direct Plan - Growth,48.2403,13-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.981,12-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.8999,11-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.7571,10-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.6689,07-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.6048,06-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.6057,05-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.3041,04-07-2017
SBI Small Cap Fund - Direct Plan - Growth,47.0864,03-07-2017
SBI Small Cap Fund - Direct Plan - Growth,46.3484,30-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.1769,29-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.7199,28-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.0949,27-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.4126,23-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.9542,22-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.8016,21-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.6247,20-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.4924,19-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.2799,16-06-2017
SBI Small Cap Fund - Direct Plan - Growth,46.1215,15-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.7899,14-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.76,13-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.6426,12-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.3998,09-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.3666,08-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.2229,07-06-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8932,06-06-2017
SBI Small Cap Fund - Direct Plan - Growth,45.12,05-06-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8693,02-06-2017
SBI Small Cap Fund - Direct Plan - Growth,44.592,01-06-2017
SBI Small Cap Fund - Direct Plan - Growth,44.5677,31-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.2141,30-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.4295,29-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8599,26-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.2257,25-05-2017
SBI Small Cap Fund - Direct Plan - Growth,43.3484,24-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.0249,23-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.866,22-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.2431,19-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.5892,18-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.8048,17-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.686,16-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.6024,15-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.1186,12-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.5728,11-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.8331,10-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.4696,09-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.2513,08-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.9503,05-05-2017
SBI Small Cap Fund - Direct Plan - Growth,45.0697,04-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8741,03-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8776,02-05-2017
SBI Small Cap Fund - Direct Plan - Growth,44.9968,28-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.964,27-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.6934,26-04-2017
SBI Small Cap Fund - Direct Plan - Growth,45.2974,25-04-2017
SBI Small Cap Fund - Direct Plan - Growth,45.2712,24-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.9958,21-04-2017
SBI Small Cap Fund - Direct Plan - Growth,45.0012,20-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.6032,19-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.5612,18-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.9619,17-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.78,13-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.8462,12-04-2017
SBI Small Cap Fund - Direct Plan - Growth,45.0113,11-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.7075,10-04-2017
SBI Small Cap Fund - Direct Plan - Growth,44.3425,07-04-2017
